timestamp,link_id,link_name,utilisation_percent,anomaly_injected
2026-05-08 00:00:00,link_1,LON-NYC-MPLS-01,37.96,False
2026-05-08 00:00:00,link_2,LON-FRA-MPLS-02,43.12,False
2026-05-08 00:00:00,link_3,NYC-SIN-IPLC-01,41.03,False
2026-05-08 00:00:00,link_4,FRA-DXB-MPLS-03,56.76,False
2026-05-08 00:00:00,link_5,SIN-SYD-IPLC-02,56.06,False
2026-05-08 00:15:00,link_1,LON-NYC-MPLS-01,35.72,False
2026-05-08 00:15:00,link_2,LON-FRA-MPLS-02,41.83,False
2026-05-08 00:15:00,link_3,NYC-SIN-IPLC-01,50.67,False
2026-05-08 00:15:00,link_4,FRA-DXB-MPLS-03,52.0,False
2026-05-08 00:15:00,link_5,SIN-SYD-IPLC-02,55.79,False
2026-05-08 00:30:00,link_1,LON-NYC-MPLS-01,37.78,False
2026-05-08 00:30:00,link_2,LON-FRA-MPLS-02,43.0,False
2026-05-08 00:30:00,link_3,NYC-SIN-IPLC-01,42.31,False
2026-05-08 00:30:00,link_4,FRA-DXB-MPLS-03,55.87,False
2026-05-08 00:30:00,link_5,SIN-SYD-IPLC-02,53.45,False
2026-05-08 00:45:00,link_1,LON-NYC-MPLS-01,40.15,False
2026-05-08 00:45:00,link_2,LON-FRA-MPLS-02,36.25,False
2026-05-08 00:45:00,link_3,NYC-SIN-IPLC-01,43.92,False
2026-05-08 00:45:00,link_4,FRA-DXB-MPLS-03,49.56,False
2026-05-08 00:45:00,link_5,SIN-SYD-IPLC-02,54.65,False
2026-05-08 01:00:00,link_1,LON-NYC-MPLS-01,34.67,False
2026-05-08 01:00:00,link_2,LON-FRA-MPLS-02,36.89,False
2026-05-08 01:00:00,link_3,NYC-SIN-IPLC-01,46.52,False
2026-05-08 01:00:00,link_4,FRA-DXB-MPLS-03,48.88,False
2026-05-08 01:00:00,link_5,SIN-SYD-IPLC-02,50.31,False
2026-05-08 01:15:00,link_1,LON-NYC-MPLS-01,34.51,False
2026-05-08 01:15:00,link_2,LON-FRA-MPLS-02,43.67,False
2026-05-08 01:15:00,link_3,NYC-SIN-IPLC-01,41.66,False
2026-05-08 01:15:00,link_4,FRA-DXB-MPLS-03,46.62,False
2026-05-08 01:15:00,link_5,SIN-SYD-IPLC-02,48.9,False
2026-05-08 01:30:00,link_1,LON-NYC-MPLS-01,39.83,False
2026-05-08 01:30:00,link_2,LON-FRA-MPLS-02,41.1,False
2026-05-08 01:30:00,link_3,NYC-SIN-IPLC-01,40.63,False
2026-05-08 01:30:00,link_4,FRA-DXB-MPLS-03,52.45,False
2026-05-08 01:30:00,link_5,SIN-SYD-IPLC-02,57.0,False
2026-05-08 01:45:00,link_1,LON-NYC-MPLS-01,37.33,False
2026-05-08 01:45:00,link_2,LON-FRA-MPLS-02,41.63,False
2026-05-08 01:45:00,link_3,NYC-SIN-IPLC-01,38.66,False
2026-05-08 01:45:00,link_4,FRA-DXB-MPLS-03,51.57,False
2026-05-08 01:45:00,link_5,SIN-SYD-IPLC-02,49.8,False
2026-05-08 02:00:00,link_1,LON-NYC-MPLS-01,33.59,False
2026-05-08 02:00:00,link_2,LON-FRA-MPLS-02,37.11,False
2026-05-08 02:00:00,link_3,NYC-SIN-IPLC-01,47.16,False
2026-05-08 02:00:00,link_4,FRA-DXB-MPLS-03,46.65,False
2026-05-08 02:00:00,link_5,SIN-SYD-IPLC-02,56.22,False
2026-05-08 02:15:00,link_1,LON-NYC-MPLS-01,36.65,False
2026-05-08 02:15:00,link_2,LON-FRA-MPLS-02,37.08,False
2026-05-08 02:15:00,link_3,NYC-SIN-IPLC-01,43.39,False
2026-05-08 02:15:00,link_4,FRA-DXB-MPLS-03,43.54,False
2026-05-08 02:15:00,link_5,SIN-SYD-IPLC-02,53.53,False
2026-05-08 02:30:00,link_1,LON-NYC-MPLS-01,33.7,False
2026-05-08 02:30:00,link_2,LON-FRA-MPLS-02,43.08,False
2026-05-08 02:30:00,link_3,NYC-SIN-IPLC-01,53.89,False
2026-05-08 02:30:00,link_4,FRA-DXB-MPLS-03,51.37,False
2026-05-08 02:30:00,link_5,SIN-SYD-IPLC-02,57.95,False
2026-05-08 02:45:00,link_1,LON-NYC-MPLS-01,33.81,False
2026-05-08 02:45:00,link_2,LON-FRA-MPLS-02,43.35,False
2026-05-08 02:45:00,link_3,NYC-SIN-IPLC-01,42.27,False
2026-05-08 02:45:00,link_4,FRA-DXB-MPLS-03,51.86,False
2026-05-08 02:45:00,link_5,SIN-SYD-IPLC-02,50.12,False
2026-05-08 03:00:00,link_1,LON-NYC-MPLS-01,36.1,False
2026-05-08 03:00:00,link_2,LON-FRA-MPLS-02,37.14,False
2026-05-08 03:00:00,link_3,NYC-SIN-IPLC-01,42.68,False
2026-05-08 03:00:00,link_4,FRA-DXB-MPLS-03,47.52,False
2026-05-08 03:00:00,link_5,SIN-SYD-IPLC-02,57.31,False
2026-05-08 03:15:00,link_1,LON-NYC-MPLS-01,29.84,False
2026-05-08 03:15:00,link_2,LON-FRA-MPLS-02,36.8,False
2026-05-08 03:15:00,link_3,NYC-SIN-IPLC-01,43.99,False
2026-05-08 03:15:00,link_4,FRA-DXB-MPLS-03,47.18,False
2026-05-08 03:15:00,link_5,SIN-SYD-IPLC-02,56.79,False
2026-05-08 03:30:00,link_1,LON-NYC-MPLS-01,30.66,False
2026-05-08 03:30:00,link_2,LON-FRA-MPLS-02,40.59,False
2026-05-08 03:30:00,link_3,NYC-SIN-IPLC-01,46.72,False
2026-05-08 03:30:00,link_4,FRA-DXB-MPLS-03,53.03,False
2026-05-08 03:30:00,link_5,SIN-SYD-IPLC-02,57.23,False
2026-05-08 03:45:00,link_1,LON-NYC-MPLS-01,34.45,False
2026-05-08 03:45:00,link_2,LON-FRA-MPLS-02,38.84,False
2026-05-08 03:45:00,link_3,NYC-SIN-IPLC-01,44.93,False
2026-05-08 03:45:00,link_4,FRA-DXB-MPLS-03,57.01,False
2026-05-08 03:45:00,link_5,SIN-SYD-IPLC-02,59.92,False
2026-05-08 04:00:00,link_1,LON-NYC-MPLS-01,33.44,False
2026-05-08 04:00:00,link_2,LON-FRA-MPLS-02,39.15,False
2026-05-08 04:00:00,link_3,NYC-SIN-IPLC-01,48.58,False
2026-05-08 04:00:00,link_4,FRA-DXB-MPLS-03,50.39,False
2026-05-08 04:00:00,link_5,SIN-SYD-IPLC-02,57.22,False
2026-05-08 04:15:00,link_1,LON-NYC-MPLS-01,37.8,False
2026-05-08 04:15:00,link_2,LON-FRA-MPLS-02,38.27,False
2026-05-08 04:15:00,link_3,NYC-SIN-IPLC-01,44.26,False
2026-05-08 04:15:00,link_4,FRA-DXB-MPLS-03,49.72,False
2026-05-08 04:15:00,link_5,SIN-SYD-IPLC-02,50.18,False
2026-05-08 04:30:00,link_1,LON-NYC-MPLS-01,34.55,False
2026-05-08 04:30:00,link_2,LON-FRA-MPLS-02,41.07,False
2026-05-08 04:30:00,link_3,NYC-SIN-IPLC-01,43.54,False
2026-05-08 04:30:00,link_4,FRA-DXB-MPLS-03,53.79,False
2026-05-08 04:30:00,link_5,SIN-SYD-IPLC-02,59.45,False
2026-05-08 04:45:00,link_1,LON-NYC-MPLS-01,33.49,False
2026-05-08 04:45:00,link_2,LON-FRA-MPLS-02,39.51,False
2026-05-08 04:45:00,link_3,NYC-SIN-IPLC-01,42.83,False
2026-05-08 04:45:00,link_4,FRA-DXB-MPLS-03,55.38,False
2026-05-08 04:45:00,link_5,SIN-SYD-IPLC-02,59.68,False
2026-05-08 05:00:00,link_1,LON-NYC-MPLS-01,42.62,False
2026-05-08 05:00:00,link_2,LON-FRA-MPLS-02,40.23,False
2026-05-08 05:00:00,link_3,NYC-SIN-IPLC-01,42.14,False
2026-05-08 05:00:00,link_4,FRA-DXB-MPLS-03,53.01,False
2026-05-08 05:00:00,link_5,SIN-SYD-IPLC-02,58.66,False
2026-05-08 05:15:00,link_1,LON-NYC-MPLS-01,38.07,False
2026-05-08 05:15:00,link_2,LON-FRA-MPLS-02,44.98,False
2026-05-08 05:15:00,link_3,NYC-SIN-IPLC-01,47.87,False
2026-05-08 05:15:00,link_4,FRA-DXB-MPLS-03,60.84,False
2026-05-08 05:15:00,link_5,SIN-SYD-IPLC-02,57.58,False
2026-05-08 05:30:00,link_1,LON-NYC-MPLS-01,39.51,False
2026-05-08 05:30:00,link_2,LON-FRA-MPLS-02,44.53,False
2026-05-08 05:30:00,link_3,NYC-SIN-IPLC-01,49.18,False
2026-05-08 05:30:00,link_4,FRA-DXB-MPLS-03,58.18,False
2026-05-08 05:30:00,link_5,SIN-SYD-IPLC-02,59.79,False
2026-05-08 05:45:00,link_1,LON-NYC-MPLS-01,35.61,False
2026-05-08 05:45:00,link_2,LON-FRA-MPLS-02,46.79,False
2026-05-08 05:45:00,link_3,NYC-SIN-IPLC-01,48.88,False
2026-05-08 05:45:00,link_4,FRA-DXB-MPLS-03,55.08,False
2026-05-08 05:45:00,link_5,SIN-SYD-IPLC-02,66.04,False
2026-05-08 06:00:00,link_1,LON-NYC-MPLS-01,38.87,False
2026-05-08 06:00:00,link_2,LON-FRA-MPLS-02,41.05,False
2026-05-08 06:00:00,link_3,NYC-SIN-IPLC-01,55.23,False
2026-05-08 06:00:00,link_4,FRA-DXB-MPLS-03,52.22,False
2026-05-08 06:00:00,link_5,SIN-SYD-IPLC-02,59.74,False
2026-05-08 06:15:00,link_1,LON-NYC-MPLS-01,41.47,False
2026-05-08 06:15:00,link_2,LON-FRA-MPLS-02,46.72,False
2026-05-08 06:15:00,link_3,NYC-SIN-IPLC-01,55.93,False
2026-05-08 06:15:00,link_4,FRA-DXB-MPLS-03,61.77,False
2026-05-08 06:15:00,link_5,SIN-SYD-IPLC-02,58.14,False
2026-05-08 06:30:00,link_1,LON-NYC-MPLS-01,38.34,False
2026-05-08 06:30:00,link_2,LON-FRA-MPLS-02,53.63,False
2026-05-08 06:30:00,link_3,NYC-SIN-IPLC-01,52.02,False
2026-05-08 06:30:00,link_4,FRA-DXB-MPLS-03,62.22,False
2026-05-08 06:30:00,link_5,SIN-SYD-IPLC-02,59.85,False
2026-05-08 06:45:00,link_1,LON-NYC-MPLS-01,43.59,False
2026-05-08 06:45:00,link_2,LON-FRA-MPLS-02,47.03,False
2026-05-08 06:45:00,link_3,NYC-SIN-IPLC-01,48.44,False
2026-05-08 06:45:00,link_4,FRA-DXB-MPLS-03,58.59,False
2026-05-08 06:45:00,link_5,SIN-SYD-IPLC-02,65.07,False
2026-05-08 07:00:00,link_1,LON-NYC-MPLS-01,41.35,False
2026-05-08 07:00:00,link_2,LON-FRA-MPLS-02,51.37,False
2026-05-08 07:00:00,link_3,NYC-SIN-IPLC-01,52.94,False
2026-05-08 07:00:00,link_4,FRA-DXB-MPLS-03,61.43,False
2026-05-08 07:00:00,link_5,SIN-SYD-IPLC-02,71.13,False
2026-05-08 07:15:00,link_1,LON-NYC-MPLS-01,42.98,False
2026-05-08 07:15:00,link_2,LON-FRA-MPLS-02,52.11,False
2026-05-08 07:15:00,link_3,NYC-SIN-IPLC-01,53.66,False
2026-05-08 07:15:00,link_4,FRA-DXB-MPLS-03,60.82,False
2026-05-08 07:15:00,link_5,SIN-SYD-IPLC-02,73.69,False
2026-05-08 07:30:00,link_1,LON-NYC-MPLS-01,42.76,False
2026-05-08 07:30:00,link_2,LON-FRA-MPLS-02,53.03,False
2026-05-08 07:30:00,link_3,NYC-SIN-IPLC-01,54.33,False
2026-05-08 07:30:00,link_4,FRA-DXB-MPLS-03,63.73,False
2026-05-08 07:30:00,link_5,SIN-SYD-IPLC-02,69.99,False
2026-05-08 07:45:00,link_1,LON-NYC-MPLS-01,50.84,False
2026-05-08 07:45:00,link_2,LON-FRA-MPLS-02,51.72,False
2026-05-08 07:45:00,link_3,NYC-SIN-IPLC-01,55.06,False
2026-05-08 07:45:00,link_4,FRA-DXB-MPLS-03,60.01,False
2026-05-08 07:45:00,link_5,SIN-SYD-IPLC-02,66.08,False
2026-05-08 08:00:00,link_1,LON-NYC-MPLS-01,45.96,False
